,hour,longitude,latitude,value
0,0,121.4898,31.1853,253
1,0,121.8075,31.1531,164
2,0,121.4779,31.1798,158
3,0,108.9597,34.2333,149
4,0,108.9515,34.2591,148
5,0,108.9293,34.2632,132
6,0,108.9619,34.2642,131
7,0,108.9515,34.2415,123
8,0,108.9183,34.2265,118
9,0,108.9619,34.2825,118
10,0,108.9528,34.2296,118
11,0,108.9577,34.2568,116
12,0,108.9617,34.3181,112
13,0,108.9345,34.2552,111
14,0,108.9102,34.249,110
15,0,108.9335,34.2304,108
16,0,108.931,34.2416,107
17,0,108.9215,34.2795,106
18,0,108.9543,34.2392,102
19,0,108.9731,34.2543,98
20,0,108.943,34.237,97
21,0,108.9081,34.2623,96
22,0,108.9391,34.2528,96
23,0,108.9365,34.236,94
24,0,108.9139,34.2594,93
25,0,108.9731,34.2413,93
26,0,108.9227,34.2296,93
27,0,108.9526,34.2924,91
28,0,108.9789,34.2596,91
29,0,109.0014,34.2786,90
30,0,108.955,34.2779,89
31,0,108.896,34.24,88
32,0,108.9749,34.2695,88
33,0,108.9999,34.2644,88
34,0,108.9525,34.3107,88
35,0,108.9541,34.2207,88
36,0,108.9712,34.2694,86
37,0,108.9265,34.2414,85
38,0,108.9628,34.2719,85
39,0,108.9729,34.2569,83
40,0,108.9594,34.3344,83
41,0,108.9286,34.2744,82
42,0,108.913,34.2347,82
43,0,108.9274,34.2678,81
44,0,108.9595,34.304,81
45,0,108.9541,34.2641,81
46,0,108.9834,34.281,81
47,0,108.9559,34.3259,80
48,0,108.8857,34.2562,80
49,0,108.9754,34.2394,80
50,0,108.9975,34.2579,80
51,0,108.9506,34.2623,79
52,0,108.966,34.2288,79
53,0,108.9882,34.2516,78
54,0,108.9027,34.2447,78
55,0,108.8934,34.2611,78
56,0,108.8914,34.2525,77
57,0,108.9217,34.2423,77
58,0,108.9841,34.2435,76
59,0,108.9543,34.2888,75
60,0,108.9749,34.3144,75
61,0,108.9565,34.328,75
62,0,108.9424,34.2601,74
63,0,108.9597,34.2987,74
64,0,108.97,34.2874,74
65,0,108.9076,34.2781,73
66,0,108.9419,34.2284,73
67,0,108.9206,34.2861,73
68,0,108.9035,34.243,72
69,0,108.9972,34.2642,71
70,0,108.9621,34.1979,71
71,0,108.9703,34.2661,71
72,0,108.972,34.2493,70
73,0,108.9394,34.2164,70
74,0,108.9782,34.2647,70
75,0,108.9624,34.2206,68
76,0,108.8853,34.2369,68
77,0,108.9633,34.2493,68
78,0,108.926,34.2637,67
79,0,108.9983,34.2498,67
80,0,108.9573,34.2828,67
81,0,108.9411,34.2863,66
82,0,108.9537,34.1997,66
83,0,108.9197,34.2186,66
84,0,108.955,34.2189,66
85,0,108.9378,34.2492,65
86,0,108.9486,34.3143,65
87,0,108.9075,34.2379,65
88,0,108.9165,34.2563,64
89,0,108.9019,34.2472,64
90,0,108.9663,34.2824,63
91,0,108.9623,34.2087,63
92,0,108.9883,34.239,62
93,0,108.9434,34.2965,62
94,0,108.9161,34.2296,61
95,0,108.9659,34.3227,61
96,0,108.9957,34.2614,61
97,0,108.9313,34.2799,60
98,0,108.9807,34.2286,60
99,0,108.9561,34.1907,60
100,0,108.994,34.2531,60
101,0,108.967,34.2213,58
102,0,108.8862,34.2265,58
103,0,108.9598,34.3383,58
