,hour,longitude,latitude,value
0,0,108.9323,34.2004,6
1,0,108.9538,34.2986,3
2,0,108.8851,34.1959,10
3,0,108.9981,34.2658,3
4,0,108.9692,34.2835,5
5,0,109.0168,34.4683,2
6,0,108.8654,34.2032,4
7,0,108.8758,34.1798,3
8,0,108.9547,34.3397,5
9,0,109.0294,34.4079,6
10,0,108.9808,34.2126,10
11,0,108.9164,34.2701,4
12,0,108.9536,34.2886,4
13,0,109.0799,34.319,4
14,0,108.97,34.2119,2
15,0,108.8894,34.2324,11
16,0,108.9528,34.2418,4
17,0,108.9597,34.2787,4
18,0,109.0204,34.3104,2
19,0,108.9347,34.2359,2
20,0,108.9588,34.2516,6
21,0,108.9767,34.2564,7
22,0,108.952,34.2003,6
23,0,108.9548,34.178,4
24,0,108.9758,34.1621,6
25,0,108.8756,34.2513,7
26,0,108.9173,34.2962,6
27,0,108.9129,34.24,7
28,0,108.904,34.2642,5
29,0,108.9834,34.3673,4
30,0,108.8933,34.2183,10
31,0,108.8474,34.1982,3
32,0,108.9623,34.3552,2
33,0,109.0025,34.2834,2
34,0,108.9288,34.1805,3
35,0,108.9375,34.1682,3
36,0,108.8875,34.1793,3
37,0,108.9372,34.2204,4
38,0,108.8595,34.2277,17
39,0,108.9907,34.2934,4
40,0,108.9711,34.2731,15
41,0,109.0726,34.2845,4
42,0,108.8731,34.2241,2
43,0,109.0697,34.2532,4
44,0,108.9536,34.2618,6
45,0,108.9682,34.3297,2
46,0,108.9678,34.2246,3
47,0,108.832,34.2755,4
48,0,108.9482,34.3163,4
49,0,108.9678,34.1775,3
50,0,108.953,34.2222,8
51,0,108.9335,34.3158,4
52,0,109.0697,34.2748,5
53,0,108.8755,34.263,4
54,0,108.8852,34.166,3
55,0,109.0046,34.3867,4
56,0,108.9894,34.4048,4
57,0,108.9282,34.2786,4
58,0,109.0195,34.288,6
59,0,108.9363,34.362,2
60,0,108.9205,34.3778,5
61,0,108.9007,34.2875,5
62,0,108.9413,34.247,4
63,0,109.0391,34.3205,8
64,0,108.9322,34.332,6
65,0,108.9123,34.2537,6
66,0,108.9356,34.2627,7
67,0,109.1481,34.3759,2
68,0,108.9872,34.24,8
69,0,109.0035,34.2536,2
70,1,109.2149,34.3817,4
71,1,108.9698,34.2506,4
72,1,108.8909,34.2923,2
73,1,108.9108,34.2378,6
74,1,108.9387,34.2458,3
75,1,108.9433,34.1976,2
76,1,108.9145,34.3422,3
77,1,108.9501,34.3206,5
78,1,108.9417,34.2729,2
79,1,108.9691,34.2822,5
80,1,108.9586,34.2959,2
81,1,108.9282,34.2375,6
82,1,108.9497,34.2565,5
83,1,108.9234,34.2912,6
84,1,108.8964,34.2202,6
85,1,108.9947,34.1809,2
86,1,109.0226,34.2426,4
87,1,109.0799,34.319,3
88,1,109.2389,33.961,3
89,1,108.8966,34.2405,4
90,1,108.9854,34.2689,5
91,1,108.9469,34.3057,3
92,1,108.971,34.3393,2
93,1,108.9166,34.2611,4
94,1,108.8912,34.232,7
95,1,109.1243,34.2936,6
96,1,108.9783,34.3226,6
97,1,108.9526,34.2224,2
98,1,109.0202,34.2588,4
99,1,108.966,34.1962,12
100,1,108.9105,34.2809,5
101,1,108.9537,34.2711,10
102,1,108.9684,34.1782,2
103,1,108.9926,34.3146,4
104,1,108.9764,34.2063,4
105,1,108.8821,34.1822,2
106,1,108.9589,34.3115,3
107,1,108.9395,34.3329,4
108,1,108.8753,34.2516,6
109,1,109.0619,34.2425,3
110,1,108.9598,34.381,5
111,1,108.8831,34.1998,11
112,1,108.8284,34.0656,6
113,1,108.9925,34.2765,4
114,1,108.972,34.3584,2
115,1,108.9526,34.3547,6
116,1,109.2277,34.6682,6
117,1,109.0021,34.2819,6
118,1,108.8717,34.2709,4
119,1,108.9662,34.266,5
120,1,108.9595,34.1333,6
121,2,108.9525,34.2658,6
122,2,108.9623,34.3286,7
123,2,108.8393,34.1757,2
124,2,108.9392,34.1968,5
125,2,108.9458,34.142,4
126,2,108.9374,34.2114,5
127,2,108.9782,34.2749,6
128,2,108.8803,34.2001,6
129,2,108.9812,34.258,4
