,hour,longitude,latitude,value
0,0,109.0219,34.4114,9
1,0,108.8848,34.1973,9
2,0,108.971,34.2763,3
3,0,109.0078,34.262,3
4,0,108.976,34.2169,6
5,0,108.789,34.2562,6
6,0,108.9164,34.2612,7
7,0,108.9554,34.2561,18
8,0,108.9811,34.3939,3
9,0,108.8981,34.2419,9
10,0,108.943,34.1973,4
11,0,109.037,34.2709,2
12,0,109.1943,34.3699,10
13,0,108.9019,34.2235,4
14,0,108.9791,34.2025,6
15,0,109.0708,34.2749,4
16,0,108.9288,34.2652,6
17,0,108.9493,34.2772,10
18,0,108.8544,34.1758,2
19,0,108.96,34.2707,4
20,0,108.9838,34.1778,3
21,0,108.9587,34.3599,6
22,0,108.9265,34.2919,3
23,0,108.8985,34.2907,3
24,0,108.9651,34.2609,2
25,0,109.0204,34.2878,13
26,0,108.8865,34.2241,3
27,0,108.9508,34.2658,4
28,0,108.9514,34.3436,2
29,0,108.9457,34.2141,2
30,0,108.9526,34.3327,10
31,0,108.9907,34.2247,2
32,0,108.9565,34.2245,4
33,0,109.0493,34.2682,4
34,0,108.9119,34.2377,9
35,0,108.9431,34.2349,6
36,0,108.9668,34.2501,6
37,0,108.876,34.1453,11
38,0,108.938,34.2241,6
39,1,108.9947,34.2772,4
40,1,109.0219,34.4114,3
41,1,108.8693,34.2793,8
42,1,108.8966,34.2833,4
43,1,108.9308,34.2184,2
44,1,108.963,34.2264,4
45,1,108.8758,34.197,2
46,1,108.8183,34.3033,2
47,1,108.9362,34.3657,2
48,1,108.9344,34.2045,2
49,1,108.9717,34.3221,4
50,1,108.8858,34.2428,4
51,1,108.9299,34.2396,4
52,1,108.9836,34.3679,6
53,1,109.0138,34.2753,2
54,1,108.9264,34.3365,2
55,1,109.0021,34.2702,3
56,1,108.9873,34.2269,4
57,1,109.1024,34.221,7
58,1,109.0156,34.2331,2
59,1,108.9717,34.3434,3
60,1,108.9385,34.2543,4
61,1,108.8864,34.1679,2
62,2,108.9196,34.2749,4
63,2,109.019,34.2018,2
64,2,108.8974,34.2343,3
65,2,108.9598,34.297,4
66,2,109.0063,34.2048,7
67,2,108.9615,34.359,4
68,2,108.9378,34.2961,3
69,2,108.9431,34.2063,2
70,2,108.9149,34.2062,4
71,2,109.023,34.3301,3
72,2,108.9541,34.2719,4
73,2,108.972,34.3187,3
74,2,108.8832,34.2422,6
75,2,108.9197,34.2583,4
76,2,108.8946,34.214,4
77,2,108.9537,34.3069,2
78,2,108.8846,34.1997,2
79,2,108.9619,34.198,2
80,2,108.9534,34.2368,4
81,3,108.954,34.2585,3
82,3,108.8858,34.158,3
83,3,108.8713,34.1853,3
84,3,108.9381,34.2949,3
85,3,108.9881,34.2113,2
86,3,109.009,34.372,3
87,3,108.9637,34.3142,3
88,3,108.9096,34.2485,4
89,3,108.9619,34.3599,6
90,3,108.9678,34.2426,3
91,3,108.9618,34.2701,4
92,3,108.935,34.2615,2
93,3,108.9541,34.3361,3
94,3,108.9544,34.2298,4
95,3,108.8963,34.2418,4
96,3,108.8889,34.2294,2
97,3,108.9828,34.3678,4
98,3,108.8782,34.2005,6
99,3,108.9342,34.2725,2
100,3,108.9696,34.2617,3
101,4,108.8643,34.1816,4
102,4,108.9005,34.2665,4
103,4,108.8905,34.2283,2
104,4,108.9636,34.3323,3
105,4,108.9758,34.2296,4
106,4,108.9416,34.3057,2
107,4,108.9857,34.2654,6
108,4,108.8184,34.3077,2
109,4,109.0475,34.3269,7
110,4,108.9167,34.26,4
111,4,108.9304,34.224,11
112,4,108.9627,34.3622,4
113,5,109.052,34.2905,2
114,5,108.8761,34.2024,4
115,5,108.9596,34.3037,4
116,5,108.8841,34.263,2
117,5,108.8184,34.3077,6
118,5,108.9078,34.1603,3
119,5,109.0552,34.2664,4
120,5,108.8948,34.2848,3
121,5,108.9859,34.2515,4
122,5,108.9491,34.3477,2
123,5,109.015,34.2329,3
124,5,109.0091,34.2824,4
125,5,108.9667,34.2801,10
126,5,108.9698,34.2559,3
127,5,108.9208,34.1924,3
128,5,108.9632,34.3428,4
129,5,108.8923,34.2484,4
130,5,109.2388,34.6616,6
131,5,109.026,34.3139,6
132,5,109.0776,34.3079,2
