,hour,longitude,latitude,value
0,0,121.4949,31.1775,368
1,0,121.4808,31.175,227
2,0,108.9572,34.2531,181
3,0,108.9522,34.2673,170
4,0,108.9556,34.2388,165
5,0,108.9518,34.2555,148
6,0,108.9376,34.2614,141
7,0,108.9163,34.2479,141
8,0,108.9536,34.2523,139
9,0,108.9365,34.2327,136
10,0,108.955,34.2354,132
11,0,108.9538,34.2874,131
12,0,108.9326,34.2365,129
13,0,108.9304,34.2587,119
14,0,108.9609,34.2776,118
15,0,108.9556,34.2379,116
16,0,108.9605,34.2662,116
17,0,108.9207,34.247,116
18,0,108.9531,34.3159,111
19,0,108.9627,34.2308,110
20,0,108.9365,34.2528,109
21,0,121.8084,31.152,109
22,0,108.9435,34.2419,108
23,0,108.9439,34.2602,106
24,0,108.8974,34.2478,105
25,0,108.9296,34.278,105
26,0,108.964,34.2528,104
27,0,108.9495,34.262,104
28,0,108.9183,34.2555,101
29,0,108.9405,34.2356,99
30,0,108.8867,34.2578,99
31,0,108.9523,34.2798,98
32,0,108.9215,34.2358,97
33,0,108.9574,34.291,96
34,0,108.9117,34.2654,93
35,0,108.8875,34.2451,92
36,0,108.9662,34.2412,91
37,0,108.9794,34.27,87
38,0,108.9213,34.2197,86
39,0,108.9066,34.2515,86
40,0,108.9586,34.2859,86
41,0,108.9803,34.286,86
42,0,108.8963,34.2605,85
43,0,108.9783,34.2601,84
44,0,108.912,34.2391,83
45,0,108.9535,34.2222,82
46,0,108.9584,34.3089,82
47,0,108.9658,34.2616,82
48,0,108.9807,34.2337,82
49,0,108.9844,34.2405,80
50,0,108.9519,34.3089,80
51,0,108.9822,34.2598,79
52,0,108.9094,34.2313,79
53,0,108.9563,34.3312,78
54,0,109.0043,34.2633,78
55,0,108.9554,34.2963,77
56,0,108.9299,34.2251,76
57,0,108.9275,34.266,76
58,0,108.9694,34.2795,76
59,0,109.0065,34.2537,76
60,0,108.8919,34.267,75
61,0,108.9373,34.2547,75
62,0,108.9992,34.2688,74
63,0,108.9353,34.2197,74
64,0,108.9229,34.2809,74
65,0,108.9219,34.231,73
66,0,108.8995,34.2692,73
67,0,108.9633,34.2323,72
68,0,108.9863,34.2508,72
69,0,108.8969,34.2367,72
70,0,108.9646,34.2201,72
71,0,108.9214,34.267,71
72,0,108.9551,34.319,71
73,0,108.95,34.2348,69
74,0,108.9649,34.3185,69
75,0,108.9807,34.3132,69
76,0,108.9932,34.2458,69
77,0,108.9425,34.2294,68
78,0,108.9451,34.2822,68
79,0,108.9326,34.28,66
80,0,108.9456,34.2433,65
81,0,109.0046,34.2529,65
82,0,108.9684,34.2299,65
83,0,108.9707,34.2702,65
84,0,108.9604,34.2114,65
85,0,108.9563,34.1926,65
86,0,108.9706,34.2853,64
87,0,108.9384,34.2934,64
88,0,108.9946,34.2581,64
89,0,108.8905,34.2413,64
90,0,109.0045,34.2676,63
91,0,108.9396,34.3138,63
92,0,108.9137,34.2542,62
93,0,108.9813,34.2689,62
94,0,108.8857,34.2458,62
95,0,108.9533,34.2085,61
96,0,108.95,34.3159,61
97,0,108.9609,34.3324,60
98,0,108.9373,34.2268,60
99,0,108.9519,34.2027,60
100,0,108.8948,34.2325,60
101,0,108.9432,34.2957,60
102,0,108.9551,34.1916,60
103,0,117.2532,34.2527,60
104,0,108.929,34.2794,59
105,0,108.9649,34.2412,59
106,0,108.9693,34.2561,58
107,0,108.9333,34.2816,58
108,0,116.4,39.9164,57
109,0,108.896,34.2412,56
110,0,108.9756,34.2995,56
111,0,108.979,34.2935,56
112,0,108.9164,34.2288,56
113,0,108.9347,34.3179,55
114,0,108.9678,34.2838,55
115,0,108.9287,34.2797,55
116,0,108.944,34.1976,55
117,0,108.9801,34.2791,55
118,0,108.9346,34.3031,55
119,0,108.991,34.2716,55
120,0,108.9929,34.262,54
121,0,108.8865,34.2707,54
122,0,108.915,34.2795,53
123,0,109.0004,34.2502,53
124,0,108.8916,34.2266,53
125,0,108.9329,34.2036,51
126,0,108.9251,34.2174,51
127,0,108.9344,34.2145,51
128,0,108.9006,34.2085,51
129,0,108.8812,34.254,51
130,0,108.9963,34.2834,50
131,0,108.8973,34.2612,50
132,0,108.875,34.2321,50
133,0,118.5995,37.461,50
134,0,108.9506,34.2056,49
135,0,108.974,34.2343,49
136,0,108.8981,34.2595,49
137,0,108.9202,34.257,48
138,0,108.9541,34.3446,48
139,0,108.8907,34.2207,48
140,0,108.8793,34.2721,48
141,0,108.9221,34.2086,48
142,0,108.9489,34.3296,47
143,0,108.9263,34.2966,47
144,0,108.9365,34.2013,46
145,0,108.9406,34.2019,46
146,0,108.9446,34.2205,46
