,hour,longitude,latitude,value
0,0,108.9127,34.3415,34.0
1,0,108.9302,34.2475,10.0
2,0,108.8131,34.2243,92.0
3,0,108.9424,34.2637,8.5
4,0,108.9461,34.1781,7.0
5,0,108.9163,34.2946,34.0
6,0,108.9484,34.2334,7.0
7,0,108.9552,34.2415,8.0
8,0,108.9723,34.212,16.0
9,0,108.9402,34.1553,4.0
10,0,108.9778,34.2323,10.0
11,0,108.9634,34.2512,7.5
12,0,108.9791,34.2809,12.0
13,0,109.0463,34.2473,31.0
14,0,108.9293,34.1621,33.0
15,0,108.9703,34.2744,9.75
16,0,108.8885,34.2265,12.43
17,0,108.9076,34.2669,9.0
18,0,108.9455,34.2121,4.0
19,0,108.9953,34.2662,17.0
20,0,108.9825,34.3008,19.0
21,0,108.8851,34.1782,22.5
22,0,108.9942,34.3119,7.0
23,0,108.8908,34.1999,10.75
24,0,109.0705,34.3069,21.0
25,0,109.0282,34.2831,13.5
26,0,108.9108,34.2455,8.5
27,0,108.9316,34.3022,12.0
28,0,109.0365,34.3222,26.0
29,0,108.9537,34.2921,7.5
30,0,108.9171,34.2611,8.0
31,0,108.9034,34.2385,7.33
32,0,108.893,34.2171,10.0
33,0,109.0174,34.3106,17.0
34,0,108.9521,34.3539,6.0
35,0,108.9599,34.3806,52.0
36,0,108.9244,34.2311,7.0
37,0,108.8925,34.3798,64.0
38,0,108.9429,34.1976,14.0
39,0,108.8295,34.1785,30.0
40,0,108.9331,34.258,12.5
41,0,108.9532,34.1895,21.0
42,0,108.8444,34.1886,17.0
43,0,109.0596,34.2964,67.0
44,0,108.9919,34.2082,19.5
45,0,108.9763,34.1624,33.0
46,0,108.9963,34.2845,27.0
47,0,108.8482,34.339,145.0
48,0,109.0884,34.2836,24.0
49,0,108.9367,34.2388,12.0
50,0,108.8654,34.1773,18.0
51,0,108.9435,34.3478,9.0
52,0,108.8809,34.2581,11.0
53,0,108.9579,34.2657,11.0
54,0,108.871,34.2416,13.0
55,0,109.0791,34.2678,18.0
56,1,108.8501,34.2822,24.0
57,1,108.9361,34.3676,32.0
58,1,108.8736,34.1957,15.67
59,1,108.9269,34.3393,19.0
60,1,108.8907,34.2252,8.4
61,1,108.9594,34.3034,10.0
62,1,108.9285,34.242,8.0
63,1,108.9288,34.2652,8.5
64,1,108.9365,34.3534,7.0
65,1,108.8936,34.1974,14.0
66,1,108.9628,34.2318,17.0
67,1,108.9696,34.2639,8.0
68,1,108.9052,34.2579,4.0
69,1,108.8791,34.2707,8.0
70,1,108.9941,34.2077,17.0
71,1,108.9804,34.1989,16.5
72,1,108.8962,34.2415,6.0
73,1,108.9381,34.2989,8.0
74,1,109.0835,34.3061,35.0
75,1,109.0157,34.2749,16.0
76,1,108.92,34.1632,31.0
77,1,109.0649,34.303,28.0
78,1,108.9648,34.2499,6.0
79,1,108.9325,34.2751,70.5
80,1,108.9449,34.2236,10.0
81,1,108.8922,34.2852,12.0
82,1,108.9535,34.3308,11.0
83,1,108.8394,34.2436,49.5
84,1,108.9942,34.2342,19.0
85,1,108.9616,34.3469,13.5
86,1,109.0271,34.3139,9.0
87,1,108.843,34.1854,33.0
88,1,108.9801,34.3233,15.0
89,1,108.9585,34.2696,8.67
90,1,108.9461,34.2021,10.0
91,1,108.9694,34.2763,13.25
92,1,108.9283,34.2178,9.0
93,1,108.9119,34.2427,11.33
94,1,109.0207,34.3307,21.0
95,2,108.8906,34.195,5.0
96,2,108.9034,34.2822,22.0
97,2,108.9603,34.2406,7.0
98,2,108.9402,34.3391,19.0
99,2,108.9528,34.2168,7.0
100,2,108.8993,34.221,3.0
101,2,109.0106,34.3103,17.5
102,2,108.8624,34.1828,67.0
103,2,108.9716,34.2699,24.0
104,2,108.9066,34.2485,10.25
105,2,108.9374,34.2114,26.0
106,2,108.8731,34.2241,15.0
107,2,108.9551,34.3151,8.0
108,2,108.9949,34.21,63.0
109,2,108.9691,34.2801,9.0
110,2,109.0212,34.296,21.0
111,2,108.8652,34.2082,29.0
112,2,108.9606,34.198,20.0
113,2,108.9643,34.3263,14.0
114,2,109.0207,34.3307,27.5
115,2,108.8878,34.29,45.0
116,2,108.9765,34.2562,17.0
117,2,108.9393,34.33,21.0
118,2,109.0106,34.2657,11.0
119,2,108.9454,34.2633,8.5
120,2,108.885,34.1813,4.0
121,2,108.9147,34.2408,13.5
122,2,109.001,34.2295,14.0
123,2,108.9352,34.2333,9.0
124,2,109.0034,34.2579,10.0
125,2,108.8593,34.1644,12.0
126,2,109.081,34.3224,148.0
127,2,108.8809,34.1998,7.0
128,3,108.9443,34.3388,12.0
129,3,108.9693,34.2644,11.0
130,3,108.882,34.2012,10.0
131,3,108.9635,34.3421,18.0
132,3,108.9387,34.2989,10.0
133,3,108.9459,34.2616,8.5
134,3,108.9049,34.292,68.0
135,3,108.9096,34.2485,11.5
136,3,108.9536,34.3232,9.5
137,3,108.9257,34.1923,16.0
138,3,109.0216,34.2484,26.0
139,3,108.8792,34.258,16.0
140,3,108.9598,34.2961,9.0
141,3,108.9687,34.2385,14.0
142,3,108.9463,34.2371,10.0
143,3,108.9607,34.28,9.0
144,3,109.0039,34.2529,17.0
145,3,108.9396,34.2205,19.0
146,3,109.0463,34.2473,26.5
147,3,108.9337,34.2585,21.0
148,3,108.8969,34.2494,12.5
149,3,108.9414,34.3475,10.0
150,3,109.2068,34.3865,43.5
151,3,108.9629,34.1994,12.0
152,3,109.046,34.257,26.0
153,3,108.9864,34.3776,24.33
154,3,108.8836,34.2413,11.0
155,3,108.9293,34.3534,23.0
156,3,109.0116,34.3164,31.0
157,4,108.9018,34.241,12.0
158,4,109.0841,34.3199,27.0
159,4,108.8684,34.1814,25.5
160,4,108.9667,34.2647,16.0
161,4,108.9146,34.266,27.0
162,4,108.9376,34.2443,8.5
163,4,108.8994,34.2618,13.0
164,4,109.0033,34.2328,20.0
165,4,108.9529,34.2849,14.0
166,4,108.9837,34.2655,25.0
167,4,108.9751,34.2524,15.0
168,4,108.9425,34.3007,14.0
169,4,109.0127,34.2936,28.0
170,4,108.9428,34.235,6.0
171,4,108.881,34.2423,8.0
172,4,108.9636,34.3536,71.0
173,4,109.009,34.3065,18.0
174,4,108.9402,34.3296,28.0
175,4,108.963,34.1974,35.0
176,4,108.9639,34.3199,20.0
177,4,108.936,34.3532,18.0
178,5,108.9401,34.1554,10.0
179,5,108.824,34.2609,56.0
180,5,108.8739,34.2583,13.0
181,5,109.0129,34.2763,13.5
182,5,108.9507,34.3615,15.0
183,5,108.9362,34.3672,26.0
184,5,108.9843,34.2142,14.0
185,5,108.9165,34.2682,10.0
186,5,108.9689,34.2824,20.0
187,5,108.9607,34.2559,20.0
188,5,108.8746,34.24,11.0
189,5,108.9766,34.23,23.0
190,5,108.9418,34.2534,10.0
191,5,108.9826,34.2646,12.5
