,hour,longitude,latitude,value
0,0,108.926,34.2745,8.0
1,0,108.9483,34.1468,-1.0
2,0,108.8574,34.2445,0.0
3,0,108.8135,34.2315,0.0
4,0,108.8743,34.0657,0.0
5,0,109.0474,34.2505,0.0
6,0,108.9166,34.223,1.0
7,0,109.1805,34.3702,0.0
8,0,108.9071,34.1941,0.0
9,0,109.0129,34.2306,0.0
10,0,108.9629,34.2745,8.0
11,0,108.8938,34.2488,8.0
12,0,108.9778,34.3356,0.0
13,0,109.0322,34.1816,0.0
14,0,108.916,34.3782,0.0
15,0,108.9999,34.177,0.0
16,0,109.017,34.3622,0.0
17,0,109.0066,34.3557,0.0
18,0,121.8074,31.1585,10.0
19,0,108.995,34.3529,7.0
20,0,109.1848,34.4192,0.0
21,0,108.9744,34.2043,0.0
22,0,121.8132,31.1591,10.0
23,0,108.7717,34.2634,0.0
24,0,109.1599,34.3932,0.0
25,0,108.8532,34.1639,0.0
26,0,108.9375,34.1583,0.0
27,0,109.04,34.3039,0.0
28,0,108.9928,34.2991,0.0
29,0,108.8754,34.1972,7.0
30,0,109.0281,34.2984,0.0
31,0,108.9847,34.2632,1.0
32,0,109.0449,34.369,0.0
33,0,108.9878,34.2017,0.0
34,0,109.1063,34.3346,0.0
35,0,116.4034,39.9194,0.0
36,0,109.0234,34.1542,0.0
37,0,108.9158,34.1814,0.0
38,0,109.0507,34.2813,1.0
39,0,108.8481,34.0615,0.0
40,0,108.9878,34.1319,0.0
41,0,109.2385,34.3999,0.0
42,0,109.0155,34.335,0.0
43,0,109.0296,34.3344,0.0
44,0,108.9383,34.382,0.0
45,0,109.02,34.3226,0.0
46,0,108.9424,34.1234,0.0
47,0,108.8966,34.154,0.0
48,0,109.0401,34.2676,0.0
49,0,109.0504,34.2739,0.0
50,0,113.274,23.0874,-1.0
51,0,108.9741,34.387,0.0
52,0,109.2054,34.6594,0.0
53,0,108.8869,34.1985,7.0
54,0,108.9314,34.3283,0.0
55,0,108.9725,34.2523,1.0
56,0,108.9957,34.4069,0.0
57,0,108.9435,34.3672,0.0
58,0,108.9282,34.3549,0.0
59,0,108.9,34.2724,8.0
60,0,109.1606,34.3623,0.0
61,0,108.7199,34.2667,0.0
62,0,108.9219,34.1937,0.0
63,0,108.8951,34.2272,1.0
64,0,108.9091,34.1678,-1.0
65,0,108.9538,34.347,0.0
66,0,108.8065,34.2638,0.0
67,0,108.8649,34.2083,0.0
68,0,108.8601,34.1995,4.0
69,0,109.2535,34.4086,0.0
70,0,109.2874,34.4279,0.0
71,0,108.9582,34.3529,0.0
72,0,108.9328,34.316,8.0
73,0,109.0899,34.313,0.0
74,0,109.2066,34.6669,0.0
75,0,108.9129,34.2323,1.0
76,0,109.05,34.2099,0.0
77,0,108.8459,34.2081,0.0
78,0,109.025,34.2033,0.0
79,0,108.99,34.2727,0.0
80,0,108.9819,34.2558,9.0
81,0,108.8875,34.2644,1.0
82,0,108.9189,34.1838,0.0
83,0,108.9886,34.4116,0.0
84,0,108.842,34.2152,0.0
85,0,109.2484,34.4677,0.0
86,0,108.8091,34.2221,0.0
87,0,109.241,34.4028,0.0
88,0,108.8649,34.3735,0.0
89,0,108.9844,34.1736,0.0
90,0,109.0006,34.3781,0.0
91,0,109.0522,34.3005,0.0
92,0,109.0744,34.3044,0.0
93,0,108.9882,34.2273,0.0
94,0,108.9931,34.2619,1.0
95,0,109.1513,34.3418,0.0
96,0,108.9795,34.3212,7.0
97,0,109.0017,34.3529,0.0
98,0,109.0524,34.3644,0.0
99,0,108.8807,34.3688,0.0
100,0,108.9986,34.3462,0.0
101,0,108.9406,34.2291,1.0
102,0,109.1422,34.2573,0.0
