,hour,longitude,latitude,value
0,0,108.9534,34.2898,18.11
1,0,108.9776,34.169,148.0
2,0,108.9733,34.2739,23.46
3,0,108.8993,34.1677,11.0
4,0,108.8428,34.2544,105.0
5,0,108.8885,34.2265,11.75
6,0,108.9527,34.1892,8.0
7,0,108.9069,34.2257,12.6
8,0,108.8756,34.1777,21.5
9,0,108.868,34.2431,15.0
10,0,108.9893,34.2698,9.0
11,0,108.9732,34.232,6.5
12,0,108.998,34.3872,28.0
13,0,108.9431,34.2971,9.0
14,0,108.9691,34.1981,27.0
15,0,108.8786,34.2474,9.5
16,0,108.942,34.3523,4.0
17,0,108.9095,34.2079,19.0
18,0,108.9525,34.2095,4.0
19,0,109.0484,34.2662,57.5
20,0,108.9536,34.2761,52.0
21,0,108.9854,34.2389,9.0
22,0,108.9164,34.22,18.0
23,0,108.947,34.2381,19.0
24,0,108.9044,34.11,61.0
25,0,109.0405,34.2823,5.5
26,0,108.9329,34.2207,13.0
27,0,108.9696,34.2501,15.0
28,0,108.8864,34.1716,9.0
29,0,108.8855,34.2922,18.0
30,0,109.0595,34.2952,29.0
31,0,108.954,34.2622,33.78
32,0,108.8669,34.3293,33.0
33,0,108.9331,34.3395,8.0
34,0,108.9718,34.3541,19.0
35,0,109.0036,34.2651,16.0
36,0,108.9516,34.1679,16.0
37,0,108.9319,34.2422,10.0
38,0,108.995,34.2517,11.0
39,0,108.9781,34.3221,9.0
40,0,108.9127,34.1963,34.0
41,0,108.9417,34.2705,138.0
42,0,108.936,34.3672,17.5
43,0,108.9846,34.372,76.0
44,0,109.0131,34.2501,15.0
45,0,108.953,34.2235,17.33
46,0,108.9415,34.163,33.5
47,0,108.8846,34.1965,13.0
48,0,109.0195,34.288,28.0
49,0,108.9814,34.256,38.0
50,0,108.9034,34.2385,21.0
51,0,108.9144,34.2423,14.0
52,0,108.9234,34.1808,26.5
53,0,108.9283,34.2741,20.0
54,0,108.9723,34.212,17.0
55,0,108.9551,34.3363,7.5
56,0,108.9329,34.2581,53.0
57,0,108.953,34.1999,16.67
58,0,108.9289,34.1943,8.0
59,1,108.9769,34.2709,9.6
60,1,108.9722,34.3431,10.0
61,1,109.024,34.3432,9.0
62,1,108.9981,34.2204,17.0
63,1,108.9912,34.3105,14.0
64,1,108.9585,34.3148,7.0
65,1,108.9486,34.3371,11.0
66,1,109.0141,34.2753,24.0
67,1,109.0251,34.257,10.0
68,1,108.9816,34.3758,45.5
69,1,108.9756,34.1616,78.0
70,1,108.8772,34.2712,47.0
71,1,109.0531,34.2891,19.0
72,1,108.9492,34.2161,14.0
73,1,108.8938,34.1964,17.0
74,1,108.9207,34.2926,13.0
75,1,108.9938,34.2961,64.0
76,1,109.076,34.2699,8.0
77,1,108.9877,34.3607,10.0
78,1,108.954,34.2336,8.67
79,1,108.8787,34.2494,16.0
80,1,109.0698,34.2535,73.0
81,1,108.9544,34.2991,14.67
82,1,109.004,34.2873,6.0
83,1,109.2084,34.2263,14.5
84,1,108.882,34.1837,20.5
85,1,108.8923,34.2283,14.5
86,1,108.9946,34.2108,18.0
87,1,108.9812,34.1955,25.0
88,1,108.9095,34.2377,8.0
89,1,108.8994,34.2883,25.0
90,1,108.9208,34.3043,17.5
91,1,109.0023,34.2699,9.0
92,1,109.0157,34.2328,28.0
93,1,108.9667,34.2826,12.67
94,1,109.0161,34.2431,16.0
95,1,108.9981,34.2514,11.5
96,1,108.9324,34.3334,24.0
97,1,108.9171,34.2611,14.75
98,1,108.9848,34.2506,44.0
99,1,108.9945,34.2768,17.0
100,1,108.935,34.2466,16.0
101,1,109.0025,34.3479,70.0
102,1,108.9687,34.3202,11.0
103,1,108.9532,34.1893,14.0
104,1,108.9826,34.4655,71.0
105,1,108.8746,34.2228,26.0
106,1,108.9347,34.2649,25.0
107,1,108.995,34.2604,10.0
108,1,108.9331,34.2155,11.0
109,2,108.971,34.2708,9.2
110,2,108.9598,34.2971,20.0
111,2,109.012,34.2578,16.0
112,2,108.9337,34.3329,30.0
113,2,108.9298,34.3154,26.0
114,2,108.956,34.3158,16.0
115,2,108.9779,34.3295,8.0
116,2,108.9834,34.3718,11.0
117,2,108.9342,34.2725,17.0
118,2,108.9457,34.2657,16.5
119,2,108.9753,34.2475,13.5
120,2,108.9835,34.1988,17.0
121,2,108.9045,34.2818,17.0
122,2,108.9336,34.2584,17.67
123,2,108.9361,34.3638,56.0
124,2,108.9456,34.1785,27.0
125,2,108.9634,34.3423,15.0
126,2,108.9393,34.2885,7.0
127,2,108.9917,34.2395,8.0
128,2,109.01,34.3584,7.0
129,2,108.9208,34.2919,10.0
130,2,108.9429,34.2348,9.0
131,2,109.0012,34.2492,9.0
132,2,108.9627,34.2477,32.0
133,2,108.9335,34.3534,18.0
134,2,108.9044,34.1883,152.0
135,2,108.9687,34.2831,15.33
136,2,108.871,34.1835,14.0
137,2,108.8766,34.2615,27.0
138,2,109.0476,34.2766,27.0
139,2,109.0492,34.3257,67.0
140,2,108.9649,34.3214,5.5
141,2,108.9396,34.3416,15.0
142,3,108.9074,34.2657,7.0
143,3,109.0883,34.239,8.0
144,3,108.956,34.3331,18.0
145,3,109.0502,34.2451,28.0
146,3,108.9137,34.2735,31.0
147,3,108.9779,34.2037,8.0
148,3,109.012,34.2578,8.0
149,3,108.9253,34.2635,8.0
150,3,108.859,34.2356,149.0
151,3,109.2348,34.3878,16.0
152,3,108.8995,34.2219,24.0
153,3,109.0214,34.2961,15.0
154,3,108.8651,34.1585,20.0
155,3,108.8944,34.2506,18.5
156,3,108.8939,34.2723,20.0
157,3,108.9449,34.3116,4.0
158,3,108.9551,34.3151,10.0
159,3,108.9453,34.1573,8.0
160,3,108.9909,34.1998,27.67
161,3,109.0083,34.3722,8.0
162,3,108.9754,34.2564,9.0
163,3,108.9381,34.295,10.0
164,3,108.9208,34.2325,9.0
165,3,108.8276,34.2965,22.0
166,3,108.9693,34.2644,16.0
167,3,108.9611,34.2485,19.0
168,3,108.969,34.281,11.0
169,3,108.9782,34.2749,7.0
170,3,108.9457,34.266,10.33
171,3,108.8438,34.277,29.0
172,3,108.8895,34.2304,8.0
173,3,108.9454,34.2367,10.5
174,3,108.8845,34.1776,21.0
175,4,108.9841,34.2657,13.0
176,4,108.9536,34.2544,12.33
177,4,109.0768,34.2668,31.0
178,4,109.0083,34.3722,9.0
179,4,108.9073,34.2234,28.0
180,4,108.9317,34.3132,28.0
181,4,108.9463,34.3057,15.0
182,4,108.9079,34.2626,12.0
183,4,108.9198,34.2108,36.0
184,4,108.9719,34.3498,28.33
185,4,108.9563,34.3149,15.0
186,4,108.868,34.2778,10.0
187,4,109.0251,34.3239,25.0
188,4,108.9263,34.2427,20.5
189,4,108.9439,34.2351,10.0
190,4,108.9956,34.2247,57.0
191,4,109.0567,34.2661,27.0
192,4,108.9278,34.2616,26.0
193,4,108.8854,34.173,13.0
194,4,108.9636,34.3426,24.0
195,4,108.8224,34.2605,56.0
196,4,108.9669,34.2647,18.0
197,4,109.0155,34.2495,17.0
198,4,108.946,34.2459,13.0
199,4,108.9674,34.198,26.5
200,4,108.9518,34.1893,9.0
201,4,108.9237,34.2755,11.0
202,4,108.9857,34.2963,23.0
203,4,108.9692,34.2835,3.0
204,4,108.9234,34.3329,13.0
205,4,108.9116,34.2458,19.0
206,4,109.03,34.3022,59.0
207,4,108.8877,34.2236,8.0
208,4,108.881,34.2423,7.0
209,4,108.9499,34.3392,20.0
210,4,108.9885,34.37,28.0
211,4,109.0637,34.2813,20.0
212,4,109.0275,34.2658,24.0
213,4,108.843,34.1854,27.0
214,4,108.9422,34.1647,17.0
215,5,108.9938,34.2961,25.0
216,5,108.9456,34.3096,19.0
217,5,108.9373,34.2073,18.0
218,5,108.9676,34.2827,6.0
219,5,108.9977,34.2629,12.0
220,5,108.8833,34.1725,20.0
221,5,108.9837,34.2897,20.0
222,5,108.9579,34.289,15.0
