,hour,longitude,latitude,value
0,0,108.8885,34.2265,91.0
1,0,108.9579,34.2657,56.0
2,0,108.8809,34.2581,19.0
3,0,108.9108,34.2455,11.0
4,0,109.0884,34.2836,18.0
5,0,108.9532,34.1895,16.0
6,0,108.9552,34.2415,29.0
7,0,108.9537,34.2921,10.0
8,0,108.9435,34.3478,19.0
9,0,108.9919,34.2082,28.0
10,0,108.9244,34.2311,22.0
11,0,109.0282,34.2831,10.0
12,0,108.9953,34.2662,10.0
13,0,108.9703,34.2744,34.0
14,0,108.8908,34.1999,35.0
15,0,108.9367,34.2388,23.0
16,0,108.9331,34.258,13.0
17,0,108.9634,34.2512,18.0
18,0,108.9034,34.2385,22.0
19,0,108.9484,34.2334,22.0
20,1,108.92,34.1632,13.0
21,1,108.8736,34.1957,32.0
22,1,108.9283,34.2178,17.0
23,1,108.9694,34.2763,26.0
24,1,108.8791,34.2707,10.0
25,1,108.9942,34.2342,10.0
26,1,108.9696,34.2639,16.0
27,1,108.9585,34.2696,20.0
28,1,108.9535,34.3308,10.0
29,1,108.9801,34.3233,17.0
30,1,108.9628,34.2318,19.0
31,1,108.9804,34.1989,20.0
32,1,108.9648,34.2499,37.0
33,1,108.8962,34.2415,6.0
34,1,108.9461,34.2021,10.0
35,1,108.9365,34.3534,10.0
36,1,108.8907,34.2252,60.0
37,1,108.9119,34.2427,54.0
38,1,108.9361,34.3676,12.0
39,1,108.9269,34.3393,10.0
40,1,108.8936,34.1974,10.0
41,1,108.9288,34.2652,10.0
42,1,108.9616,34.3469,9.0
43,2,108.9716,34.2699,21.0
44,2,108.9147,34.2408,19.0
45,2,108.9402,34.3391,12.0
46,2,108.9454,34.2633,12.0
47,2,108.9528,34.2168,13.0
48,2,108.9765,34.2562,14.0
49,2,108.9393,34.33,10.0
50,2,108.9066,34.2485,43.0
51,2,108.9374,34.2114,12.0
52,2,108.9551,34.3151,15.0
53,2,108.9603,34.2406,16.0
54,2,109.001,34.2295,11.0
55,2,109.0106,34.2657,10.0
