,hour,longitude,latitude,value
0,0,108.9431,34.2349,8.0
1,0,108.971,34.2763,10.0
2,0,109.037,34.2709,28.0
3,0,108.9554,34.2561,15.67
4,0,108.8981,34.2419,15.33
5,0,109.0078,34.262,13.0
6,0,108.9119,34.2377,44.0
7,0,108.9907,34.2247,12.0
8,0,108.9508,34.2658,7.0
9,0,108.8985,34.2907,12.0
10,0,109.1943,34.3699,64.0
11,0,108.9019,34.2235,6.0
12,0,108.943,34.1973,8.0
13,0,108.938,34.2241,16.0
14,0,108.9288,34.2652,18.33
15,0,108.9668,34.2501,14.0
16,0,108.8865,34.2241,26.0
17,0,108.9587,34.3599,26.0
18,0,108.9164,34.2612,8.33
19,0,109.0204,34.2878,19.0
20,0,108.976,34.2169,16.0
21,0,108.9565,34.2245,35.0
22,0,108.8848,34.1973,11.0
23,0,108.96,34.2707,17.5
24,0,108.9493,34.2772,22.0
25,0,108.9791,34.2025,17.0
26,0,109.0493,34.2682,31.0
27,0,109.0708,34.2749,31.0
28,0,108.9265,34.2919,21.0
29,0,108.9526,34.3327,11.75
30,0,108.9514,34.3436,11.0
31,0,108.9457,34.2141,10.0
32,0,108.8544,34.1758,20.0
33,1,108.9836,34.3679,30.0
34,1,108.8758,34.197,7.0
35,1,108.9344,34.2045,19.0
36,1,108.9385,34.2543,11.5
37,1,108.9362,34.3657,28.0
38,1,108.9308,34.2184,18.0
39,1,108.9264,34.3365,10.0
40,1,109.0156,34.2331,27.0
41,1,109.0021,34.2702,18.0
42,1,108.9947,34.2772,10.0
43,1,108.9717,34.3434,12.0
44,1,108.8693,34.2793,34.0
45,1,108.8966,34.2833,17.0
46,1,108.8183,34.3033,10.0
47,1,108.963,34.2264,18.0
48,1,108.9717,34.3221,9.0
49,1,108.9873,34.2269,19.0
50,1,108.8864,34.1679,36.0
51,1,109.0138,34.2753,12.0
52,1,108.9299,34.2396,12.0
53,1,108.8858,34.2428,8.0
54,2,108.9541,34.2719,17.0
55,2,108.8946,34.214,16.0
56,2,108.9619,34.198,20.0
57,2,108.8846,34.1997,7.0
58,2,108.9197,34.2583,10.0
59,2,108.9196,34.2749,16.0
60,2,108.9615,34.359,12.0
61,2,108.9431,34.2063,9.0
62,2,108.972,34.3187,9.0
63,2,108.8832,34.2422,17.33
64,2,108.9149,34.2062,11.0
65,2,108.9378,34.2961,11.0
66,2,108.9598,34.297,22.0
67,2,108.9534,34.2368,9.0
68,2,108.8974,34.2343,20.0
69,2,108.9537,34.3069,18.0
70,3,108.9096,34.2485,9.0
71,3,108.8889,34.2294,9.0
72,3,108.9678,34.2426,21.0
73,3,108.9828,34.3678,29.0
74,3,108.935,34.2615,17.0
75,3,108.8713,34.1853,19.0
76,3,108.9541,34.3361,8.0
77,3,108.8782,34.2005,14.5
78,3,108.9342,34.2725,10.0
79,3,108.9544,34.2298,8.0
80,3,108.9881,34.2113,15.0
81,3,108.9618,34.2701,9.0
82,3,108.8858,34.158,47.0
83,3,108.954,34.2585,11.0
84,3,108.8963,34.2418,7.0
85,3,108.9619,34.3599,24.5
86,3,108.9696,34.2617,17.0
87,3,109.009,34.372,22.0
88,3,108.9381,34.2949,17.0
89,4,108.8905,34.2283,9.0
90,4,108.9167,34.26,28.0
91,4,108.9304,34.224,67.0
92,4,108.9416,34.3057,8.0
93,4,108.9857,34.2654,17.0
94,4,108.8643,34.1816,37.0
95,4,109.0475,34.3269,26.0
96,4,108.9758,34.2296,17.0
97,4,108.9005,34.2665,11.0
98,5,109.052,34.2905,32.0
99,5,109.0129,34.3,24.0
100,5,108.9078,34.1603,21.0
101,5,108.8923,34.2484,25.0
102,5,108.908,34.2755,8.0
103,5,109.015,34.2329,70.0
104,5,108.8841,34.263,7.0
105,5,108.8563,34.1856,12.0
106,5,109.0552,34.2664,9.0
107,5,108.9859,34.2515,27.0
108,5,108.9596,34.3037,30.0
109,5,109.0049,34.2076,55.0
110,5,108.8948,34.2848,68.0
111,5,108.9667,34.2801,32.33
112,5,108.8993,34.1991,11.0
113,5,108.9698,34.2559,21.0
114,5,109.026,34.3139,29.5
115,5,108.9865,34.2924,22.0
116,5,108.9554,34.2471,8.0
117,5,108.9578,34.289,9.0
118,5,109.0091,34.2824,14.0
119,5,108.9208,34.1924,24.0
120,5,108.9491,34.3477,26.0
121,5,108.8761,34.2024,20.5
122,5,108.9632,34.3428,9.0
123,5,108.883,34.1753,20.0
124,5,108.8184,34.3077,24.0
125,6,109.046,34.2352,30.0
126,6,109.018,34.3055,17.0
127,6,108.8708,34.2522,15.0
128,6,108.9235,34.3355,23.0
129,6,108.9843,34.2051,17.0
130,6,109.0237,34.3432,27.0
131,6,109.0033,34.3917,27.0
132,6,108.9379,34.3179,17.0
133,6,108.8588,34.2377,10.0
134,6,109.02,34.2015,27.0
135,6,108.979,34.1941,8.5
136,6,108.9536,34.3427,13.33
137,6,108.9421,34.2099,9.0
138,6,108.8929,34.2922,8.0
139,6,108.9013,34.1635,28.0
140,6,109.0592,34.2548,26.0
141,6,109.064,34.2796,21.0
142,6,108.9157,34.2177,15.33
143,6,108.9853,34.2517,22.0
144,6,108.9228,34.1912,9.0
145,6,108.911,34.2369,8.0
146,6,109.0169,34.2885,9.0
147,6,108.9165,34.2511,13.0
148,6,109.0482,34.2945,30.0
149,6,108.9972,34.2617,7.5
150,6,108.8843,34.2801,19.0
151,6,108.9121,34.1581,26.0
152,6,109.0064,34.2063,29.0
153,6,109.0016,34.2491,19.0
154,6,108.9669,34.3337,22.0
155,6,108.9751,34.1737,14.0
156,6,108.9423,34.2509,12.0
157,6,108.9098,34.1913,18.5
158,6,108.9311,34.289,15.0
159,6,108.8711,34.2216,21.0
160,6,108.9491,34.2905,7.0
161,6,108.8927,34.2153,11.0
162,6,108.8419,34.2928,18.0
163,6,108.9418,34.3396,34.0
164,6,108.8915,34.2585,66.0
165,6,108.8818,34.2004,16.5
166,6,109.0752,34.278,9.0
167,6,108.9878,34.229,12.0
168,6,108.9077,34.2564,48.0
169,6,108.8724,34.2103,20.0
170,6,108.8865,34.1565,18.0
171,6,108.8844,34.1727,18.0
172,6,108.8837,34.226,10.0
173,6,108.9921,34.3196,15.33
174,6,108.957,34.3239,18.0
175,6,109.0125,34.2631,19.0
176,6,108.8666,34.1884,27.5
177,6,108.9876,34.2943,12.0
178,6,108.8844,34.2481,10.0
179,6,108.8842,34.1836,26.0
180,6,108.8253,34.3073,33.0
181,6,108.8966,34.2416,19.0
182,6,108.9296,34.2151,9.0
183,6,108.991,34.1822,23.0
184,6,109.0162,34.2315,8.0
185,6,108.9674,34.2105,63.0
186,6,108.9358,34.2989,16.5
187,7,108.9646,34.343,28.64
188,7,108.9977,34.2199,58.5
189,7,109.0398,34.3204,90.5
190,7,108.9258,34.2566,34.0
191,7,108.8454,34.1972,34.0
192,7,109.0535,34.2506,57.0
193,7,109.0013,34.2114,73.0
194,7,109.0114,34.2456,23.0
195,7,108.9415,34.3396,9.0
196,7,108.8728,34.2059,36.33
197,7,108.9166,34.2806,75.0
198,7,108.9939,34.3245,49.5
199,7,108.9458,34.3626,13.0
200,7,108.8856,34.2386,50.0
201,7,108.9421,34.3297,18.5
202,7,109.0329,34.307,67.0
203,7,108.9747,34.3754,78.0
204,7,108.9726,34.3555,11.0
205,7,109.0154,34.2312,19.0
206,7,108.968,34.2122,51.33
207,7,109.2159,34.387,56.0
208,7,108.9486,34.2799,41.0
209,7,108.972,34.3204,45.5
210,7,108.9813,34.2363,41.8
211,7,108.9875,34.1982,43.4
212,7,108.9013,34.2315,39.0
213,7,108.9514,34.202,35.0
214,7,109.0122,34.3362,61.0
215,7,108.8976,34.2612,83.0
216,7,108.8504,34.2827,22.67
217,7,108.8555,34.2048,47.0
218,7,108.9579,34.3195,19.0
219,7,108.9909,34.3102,94.0
220,7,109.0071,34.2725,26.0
221,7,108.9776,34.1809,59.0
222,7,108.9323,34.2266,55.8
223,7,108.8824,34.1838,20.33
224,7,109.0047,34.3716,46.0
225,7,108.9112,34.2531,56.33
226,7,108.8958,34.2229,52.5
227,7,108.978,34.2238,37.0
228,7,108.9092,34.1962,24.0
229,7,109.0679,34.2763,19.2
230,7,108.845,34.2739,37.0
231,7,108.954,34.2882,42.67
232,7,108.8907,34.2502,43.5
233,7,108.8966,34.2416,52.5
234,7,108.9977,34.2987,31.0
